model_id,model_revision,rows,dimension,nan_values,norm_min,norm_mean,norm_max,same_chunk_ids,parquet_bytes,duration_seconds_including_load,throughput_chunks_per_second,projected_hours_500_ov50,passed
BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,100,1024,0,0.9999999403953552,1.0,1.0000001192092896,True,634567,219.0,0.45662100456621,36.49209166666667,True
kakao1513/KURE-legal-ft-v1,82e71693515159e69afe0186eb601a194cbc9cf8,100,1024,0,0.9999998807907104,1.0,1.0000001192092896,True,635044,173.0,0.5780346820809249,28.82708611111111,True
nlpai-lab/KURE-v1,d14c8a9423946e268a0c9952fecf3a7aabd73bd9,100,1024,0,0.9999998807907104,1.0,1.0000001192092896,True,634522,162.0,0.6172839506172839,26.99415,True
