count,min,mean,median,p25,p75,p90,p95,p99,max,empty_content,duplicate_record_id,duplicate_content
8259,5,2532.118900593292,431.0,155.0,1761.5,5723.2,11102.89999999999,30995.600000000057,359996,0,0,218
